t,x,y,match,team,player,won,tstd,tsync,tper,tier,zone
2760200,106,108,624816454,dire,Hex%20Omega,0,2558834,2559,0.000927106731396276,Normal,base2 dire
2760200,60,58,624816454,dire,HOTTOMATO,0,2558834,2559,0.000927106731396276,Normal,midlane radiant
2760200,114,100,624816454,dire,kent,0,2558834,2559,0.000927106731396276,Normal,base2 dire
2760200,103,99,624816454,radiant,Pykan_Wylkan,1,2558834,2559,0.000927106731396276,Normal,base2 dire
2760200,18,60,624816454,radiant,Raik,1,2558834,2559,0.000927106731396276,Normal,toplane radiant
2760200,85,101,624816454,dire,Rock%20%26%20Roll%20Nigga,0,2558834,2559,0.000927106731396276,Normal,toplane dire
2760200,110,101,624816454,dire,Strutt,0,2558834,2559,0.000927106731396276,Normal,base2 dire
2760200,61,57,624816454,radiant,VLaDiSLoVE,1,2558834,2559,0.000927106731396276,Normal,midlane radiant
4310467,10,7,625739549,radiant,CheatLikeaChamp,1,4123934,4124,0.000956740882136437,Normal,base1 radiant
4298200,15,19,625739549,radiant,Eighth,1,4111667,4112,0.000953956961043896,Normal,base1 radiant
4260067,84,77,625739549,dire,emanuel_dbz,0,4073534,4074,0.000945141210917518,Normal,midlane dire
4299000,113,106,625739549,dire,Furious_Fool,0,4112467,4113,0.000954188954468275,Normal,base2 dire
4298333,10,12,625739549,radiant,Grossebaf,1,4111800,4112,0.000953956961043896,Normal,base1 radiant
4299067,112,102,625739549,radiant,iFace,1,4112534,4113,0.000954188954468275,Normal,base2 dire
4260067,98,74,625739549,dire,jambo_wambo,0,4073534,4074,0.000945141210917518,Normal,jungle dire
4278600,104,91,625739549,dire,m1rk,0,4092067,4093,0.000949549085980707,Normal,base2 dire
4298933,107,105,625739549,radiant,SbOo%20Bi%20GTX%20260M%20%5BFR%5D,1,4112400,4113,0.000954188954468275,Normal,base2 dire
4260067,97,86,625739549,dire,VJ,0,4073534,4074,0.000945141210917518,Normal,base2 dire
2580533,123,109,625840949,dire,%2EGamebler%23,0,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,117,102,625840949,radiant,Ballon4ik,1,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,115,105,625840949,radiant,BigFoot,1,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,117,107,625840949,dire,CoolZero,0,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,113,108,625840949,dire,ghhg,0,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,107,108,625840949,radiant,iFace,1,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,119,103,625840949,radiant,K%C3%B6ala,1,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,105,109,625840949,dire,MSlayer,0,2347400,2348,0.000909889546074396,Normal,void dire
2580533,116,107,625840949,radiant,sidestepdog%5BWC%5D,1,2347400,2348,0.000909889546074396,Normal,base2 dire
2580533,121,109,625840949,dire,TiT%40N,0,2347400,2348,0.000909889546074396,Normal,base2 dire
2280200,13,9,625935277,dire,%D0%9D%D0%B5%D0%B7%D0%BD%D0%B0%D0%B9%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D0%9B%D1%83%D0%BD%D0%B5,1,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,10,9,625935277,dire,%D0%BC%D0%B5%D0%B3%D0%B0%D0%BF%D0%B8%D1%85%D0%B0%D1%80%D1%8C,1,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,16,11,625935277,radiant,%EC%A4%91%EA%B0%84%20%EB%98%90%EB%8A%94%20%EA%B3%B5%EA%B8%89,0,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,12,9,625935277,radiant,Achilles,0,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,10,8,625935277,radiant,B%20r%20o%20d%20y%20a%20g%20A,0,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,22,7,625935277,dire,E5%60%C7%BE%D1%82_%C4%84%5B%C4%90%C3%A5%5D_%C4%90%C7%BE_%5BR%C3%A5%5D%D0%AF,1,1904334,1905,0.000835453030435927,Normal,void radiant
2280200,18,12,625935277,radiant,iFace,0,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,13,11,625935277,dire,kuna_10,1,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,23,13,625935277,dire,Legion%20of%20light,1,1904334,1905,0.000835453030435927,Normal,base1 radiant
2280200,8,9,625935277,radiant,OrgasmNow%2E,0,1904334,1905,0.000835453030435927,Normal,base1 radiant
3420066,109,107,626519881,radiant,%E8%BF%9C%E5%BE%97%E8%A6%81%E5%91%BD%E7%9A%84%E7%88%B1%E6%83%85,1,2995900,2996,0.000876006486424531,High,base2 dire
3420066,114,108,626519881,dire,bigdog%20flexin,0,2995900,2996,0.000876006486424531,High,base2 dire
3420066,80,107,626519881,radiant,Br1Ght,1,2995900,2996,0.000876006486424531,High,toplane dire
3420066,108,106,626519881,dire,chromatic,0,2995900,2996,0.000876006486424531,High,base2 dire
3420066,104,110,626519881,radiant,ChromeD,1,2995900,2996,0.000876006486424531,High,void dire
3420066,105,108,626519881,dire,Claybear,0,2995900,2996,0.000876006486424531,High,base2 dire
3420066,111,105,626519881,radiant,hitchnz,1,2995900,2996,0.000876006486424531,High,base2 dire
3420066,100,95,626519881,dire,Smoked%20Ham,0,2995900,2996,0.000876006486424531,High,base2 dire
3420066,98,106,626519881,radiant,TotemOfScrotum,1,2995900,2996,0.000876006486424531,High,base2 dire
3420066,95,105,626519881,dire,W0LFW00D,0,2995900,2996,0.000876006486424531,High,base2 dire
2580266,12,8,626684019,radiant,CKH%D0%A4,0,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,16,7,626684019,dire,ei8ht,1,2370966,2371,0.000918897509016512,High,void radiant
2580266,26,26,626684019,radiant,fsafasgasdasfdas,0,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,12,9,626684019,dire,Lazybones,1,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,6,9,626684019,radiant,LT%2EGossamer,0,2370966,2371,0.000918897509016512,High,void radiant
2580266,7,7,626684019,radiant,Old%20Superhero,0,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,23,23,626684019,radiant,Santa,0,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,66,89,626684019,dire,satan%20inside%20%E2%99%A5,1,2370966,2371,0.000918897509016512,High,jungle dire
2580266,13,12,626684019,dire,Sloi%27ka,1,2370966,2371,0.000918897509016512,High,base1 radiant
2580266,11,9,626684019,radiant,SurgeonOfDeath,0,2370966,2371,0.000918897509016512,High,base1 radiant
2340233,21,14,626780627,dire,%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F%20%D1%80%D1%8B%D0%B1%D0%B0,1,2192400,2193,0.000937086179025764,High,base1 radiant
2340233,23,38,626780627,radiant,Davy%20Jones,0,2192400,2193,0.000937086179025764,High,jungle radiant
2340233,117,109,626780627,dire,Gimner,1,2192400,2193,0.000937086179025764,High,base2 dire
2340233,20,26,626780627,dire,Lazybones,1,2192400,2193,0.000937086179025764,High,base1 radiant
2340233,21,39,626780627,radiant,mid,0,2192400,2193,0.000937086179025764,High,jungle radiant
2340233,13,16,626780627,dire,mura,1,2192400,2193,0.000937086179025764,High,base1 radiant
2340233,14,37,626780627,radiant,Old%20Superhero,0,2192400,2193,0.000937086179025764,High,base1 radiant
2340233,13,40,626780627,radiant,Relodjihn,0,2192400,2193,0.000937086179025764,High,toplane radiant
2340233,25,20,626780627,dire,ScReaM%E2%84%A2,1,2192400,2193,0.000937086179025764,High,base1 radiant
2340233,78,12,626780627,radiant,T_Mac,0,2192400,2193,0.000937086179025764,High,bottomlane radiant
2520166,23,11,626855387,dire,%5E1%D0%9A%D0%9E%D0%A2,1,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,9,12,626855387,radiant,%E2%99%A5%E2%99%A5%E2%99%A5,0,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,20,11,626855387,dire,Homer%20Simpson,1,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,10,4,626855387,radiant,Ihavegumgum,0,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,15,30,626855387,radiant,InS1ne,0,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,16,10,626855387,radiant,Karamba,0,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,17,10,626855387,dire,Luftwaffe,1,2340400,2341,0.000928907064058479,High,base1 radiant
2520166,9,16,626855387,radiant,Old%20Superhero,0,2340400,2341,0.000928907064058479,High,void radiant
2520166,44,43,626855387,dire,Pinkie%20pie,1,2340400,2341,0.000928907064058479,High,midlane radiant
2520166,19,8,626855387,dire,zeaL,1,2340400,2341,0.000928907064058479,High,void radiant
4320233,105,96,627040007,dire,%D0%BB%D0%B0%D0%B2%D0%B0%D0%BD%D0%B4%D0%BEs,0,4143900,4144,0.000959207524223809,High,base2 dire
4320233,103,93,627040007,radiant,E%3A%5CRelax%5CSunshine,1,4143900,4144,0.000959207524223809,High,base2 dire
4320233,102,103,627040007,dire,mdv,0,4143900,4144,0.000959207524223809,High,base2 dire
4320233,103,100,627040007,radiant,Milka,1,4143900,4144,0.000959207524223809,High,base2 dire
4320233,110,99,627040007,radiant,Note,1,4143900,4144,0.000959207524223809,High,base2 dire
4320233,10,7,627040007,radiant,Old%20Superhero,1,4143900,4144,0.000959207524223809,High,base1 radiant
4320233,63,56,627040007,dire,Supra%2E%23Saadbooys,0,4143900,4144,0.000959207524223809,High,river
4320233,34,31,627040007,dire,ToR,0,4143900,4144,0.000959207524223809,High,midlane radiant
4320233,105,103,627040007,radiant,V0rtex,1,4143900,4144,0.000959207524223809,High,base2 dire
4320233,106,102,627040007,dire,WHAT%20A%20PLAYER,0,4143900,4144,0.000959207524223809,High,base2 dire
2529466,117,110,627083336,dire,%E2%94%BC%20Zero%2EPuPP3ts%20%E2%94%BC,0,2156966,2157,0.000852412164399759,High,base2 dire
2530266,105,87,627083336,radiant,ImpossibruZZ,1,2157766,2158,0.0008528073485279,High,base2 dire
2520066,110,97,627083336,dire,JN,0,2147566,2148,0.000848855507246491,High,base2 dire
2529666,98,87,627083336,radiant,MollYYY,1,2157166,2158,0.0008528073485279,High,base2 dire
2530333,102,88,627083336,radiant,Potus,1,2157833,2158,0.0008528073485279,High,base2 dire
2530400,115,106,627083336,dire,pvtschlag,0,2157900,2158,0.0008528073485279,High,base2 dire
2528533,100,88,627083336,radiant,swooped,1,2156033,2157,0.000852412164399759,High,base2 dire
2530400,111,98,627083336,radiant,TakingBackJelly,1,2157900,2158,0.0008528073485279,High,base2 dire
2530466,99,86,627083336,dire,W0LFW00D,0,2157966,2158,0.0008528073485279,High,base2 dire
2530066,109,89,627083336,dire,Wisemanism,0,2157566,2158,0.0008528073485279,High,base2 dire
1920000,85,74,627166226,radiant,%C2%AEPapy%E2%84%A2,1,1759867,1760,0.000916666666666667,High,midlane dire
1920000,87,81,627166226,radiant,%D0%A2%D1%83%D1%80%D0%B1%D0%BE%20%D0%95%D0%B6%D0%B8%D0%BA,1,1759867,1760,0.000916666666666667,High,midlane dire
1920000,88,106,627166226,radiant,%D0%AF%20%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B5%D1%86,1,1759867,1760,0.000916666666666667,High,base2 dire
1920000,115,106,627166226,radiant,Crash%20Bandicoot,1,1759867,1760,0.000916666666666667,High,base2 dire
1920000,113,99,627166226,dire,dissent,0,1759867,1760,0.000916666666666667,High,base2 dire
1920000,111,101,627166226,dire,Gildarts,0,1759867,1760,0.000916666666666667,High,base2 dire
1920000,102,98,627166226,dire,iN%2Exert,0,1759867,1760,0.000916666666666667,High,base2 dire
1920000,110,100,627166226,dire,Old%20Superhero,0,1759867,1760,0.000916666666666667,High,base2 dire
1920000,62,58,627166226,radiant,TERRIBAD,1,1759867,1760,0.000916666666666667,High,midlane dire
1920000,105,84,627166226,dire,Vanguard%20Goduard,0,1759867,1760,0.000916666666666667,High,base2 dire
2220166,118,90,627616609,radiant,%28%E2%95%AF%C2%B0%E2%96%A1%C2%B0%EF%BC%89%E2%95%AF%EF%B8%B5%20%E2%94%BB%E2%94%81%E2%94%BB,1,2062766,2063,0.000929209797825928,High,base2 dire
2220166,117,92,627616609,dire,%2DKw%5EZeRoX,0,2062766,2063,0.000929209797825928,High,base2 dire
2220166,114,98,627616609,radiant,Albinoblackbear,1,2062766,2063,0.000929209797825928,High,base2 dire
2220166,114,93,627616609,dire,Burnigblade,0,2062766,2063,0.000929209797825928,High,base2 dire
2220166,117,99,627616609,radiant,Hello%2C%20This%20Is%20Doge,1,2062766,2063,0.000929209797825928,High,base2 dire
2220166,112,103,627616609,dire,Incendium,0,2062766,2063,0.000929209797825928,High,base2 dire
2220166,116,92,627616609,radiant,Je%20suis%2C%20d%C3%A9sol%C3%A9,1,2062766,2063,0.000929209797825928,High,base2 dire
2220166,116,91,627616609,dire,NOMROMZ,0,2062766,2063,0.000929209797825928,High,base2 dire
2220166,116,97,627616609,radiant,SkonePue%3A3,1,2062766,2063,0.000929209797825928,High,base2 dire
2220166,117,109,627616609,dire,Wii%5E%5E%20%20%E5%87%B8%28%E2%97%8F_%E2%97%8F%29,0,2062766,2063,0.000929209797825928,High,base2 dire
1500033,95,88,627623750,radiant,%2DMS%2D%20Ol%27%20Mate%20Dazza%E2%84%A2,1,1284033,1285,0.000856647820414618,Normal,midlane dire
1500033,108,96,627623750,dire,%5BGoG%5D%20ultravolts,0,1284033,1285,0.000856647820414618,Normal,base2 dire
1481833,116,110,627623750,dire,Diny,0,1265833,1266,0.000843981432408487,Normal,base2 dire
1500033,68,105,627623750,dire,Funky%20Goblin,0,1284033,1285,0.000856647820414618,Normal,toplane dire
1500033,74,94,627623750,radiant,juanito,1,1284033,1285,0.000856647820414618,Normal,jungle dire
1500033,57,53,627623750,radiant,Juskaken,1,1284033,1285,0.000856647820414618,Normal,midlane radiant
1500033,91,61,627623750,radiant,maraciuca,1,1284033,1285,0.000856647820414618,Normal,jungle dire
1500033,87,77,627623750,radiant,Old%20Gregg,1,1284033,1285,0.000856647820414618,Normal,midlane dire
1500033,111,101,627623750,dire,St%2EJim,0,1284033,1285,0.000856647820414618,Normal,base2 dire
1500033,116,107,627623750,dire,Yumra,0,1284033,1285,0.000856647820414618,Normal,base2 dire
1860033,111,85,627677789,radiant,%5BFLTN%5D%20Ser%20Ramen%20Noodles,1,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,115,104,627677789,radiant,%CF%80,1,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,105,91,627677789,dire,Diny,0,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,101,95,627677789,dire,Funky%20Goblin,0,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,117,99,627677789,radiant,GrimReaper,1,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,112,104,627677789,radiant,KillerKaraoke,1,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,110,97,627677789,radiant,O%2Eo,1,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,115,105,627677789,dire,onil,0,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,109,105,627677789,dire,TheTRUTH,0,1630300,1631,0.000876866163127213,Normal,base2 dire
1860033,109,107,627677789,dire,Yumra,0,1630300,1631,0.000876866163127213,Normal,base2 dire
2940200,113,74,627832188,radiant,%40v1lat,1,2772534,2773,0.000943133120195905,Normal,bottomlane dire
2940200,74,24,627832188,radiant,3uMa,1,2772534,2773,0.000943133120195905,Normal,jungle radiant
2940200,110,105,627832188,dire,Band%21gamand%2E,0,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,122,110,627832188,dire,BlackGrampuS,0,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,113,86,627832188,radiant,Cross,1,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,117,106,627832188,dire,frei,0,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,119,109,627832188,dire,MilfHunter,0,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,113,100,627832188,radiant,Nerudes,1,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,112,86,627832188,radiant,Qwerty,1,2772534,2773,0.000943133120195905,Normal,base2 dire
2940200,120,68,627832188,dire,Space%20Comrade,0,2772534,2773,0.000943133120195905,Normal,void dire
2400066,16,27,627845961,dire,%5BRoG%5D%20The%20Only%20God,1,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,13,12,627845961,dire,%5BRoG%5D%20Z%20sword%20men%21,1,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,17,12,627845961,dire,Amardeep19,1,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,11,6,627845961,radiant,anjerodesu,0,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,8,5,627845961,radiant,Donald%20Tyrd,0,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,9,6,627845961,radiant,Global%20Mindset,0,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,23,16,627845961,dire,ownthenoob2%2E0,1,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,18,12,627845961,dire,petey,1,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,19,14,627845961,radiant,QuarterChubDeep,0,2229533,2230,0.000929141115285996,Normal,base1 radiant
2400066,10,6,627845961,radiant,Sr%2E%20Shrek,0,2229533,2230,0.000929141115285996,Normal,base1 radiant
3120100,31,8,628111860,radiant,Currency,0,2750100,2751,0.000871268289191396,High,base1 radiant
3157400,11,7,628111860,radiant,Dont%20Shoot%20me,0,2787400,2788,0.000882986546806838,High,base1 radiant
3157466,13,10,628111860,dire,Hopes,1,2787466,2788,0.000882986546806838,High,base1 radiant
3157333,13,20,628111860,dire,Pollo%20%20%3DJ,1,2787333,2788,0.000882986546806838,High,base1 radiant
3157466,8,7,628111860,radiant,Rush,0,2787466,2788,0.000882986546806838,High,base1 radiant
3120100,11,11,628111860,dire,SPACE%20LANCE,1,2750100,2751,0.000871268289191396,High,base1 radiant
3157133,10,8,628111860,radiant,the%20artist%20formerly%20known%20as,0,2787133,2788,0.000882986546806838,High,base1 radiant
3157333,21,13,628111860,dire,Toofatcat,1,2787333,2788,0.000882986546806838,High,base1 radiant
3157333,9,9,628111860,radiant,Vanilla,0,2787333,2788,0.000882986546806838,High,base1 radiant
3157266,10,10,628111860,dire,W0LFW00D,1,2787266,2788,0.000882986546806838,High,base1 radiant
2040133,112,99,628172689,dire,Alexonders,0,1836333,1837,0.000900431491476291,Normal,base2 dire
2040133,111,98,628172689,radiant,Funky%20Goblin,1,1836333,1837,0.000900431491476291,Normal,base2 dire
2040133,76,107,628172689,radiant,hal_101,1,1836333,1837,0.000900431491476291,Normal,toplane dire
2040133,97,85,628172689,dire,im%20blue,0,1836333,1837,0.000900431491476291,Normal,midlane dire
2040133,83,57,628172689,radiant,InvasionSoldier,1,1836333,1837,0.000900431491476291,Normal,pit dire
2040133,115,108,628172689,dire,O%3BLLy,0,1836333,1837,0.000900431491476291,Normal,base2 dire
2040133,115,100,628172689,dire,spongebong%20hemppants,0,1836333,1837,0.000900431491476291,Normal,base2 dire
2040133,92,82,628172689,radiant,Wilbo,1,1836333,1837,0.000900431491476291,Normal,midlane dire
2040133,94,82,628172689,radiant,XXX,1,1836333,1837,0.000900431491476291,Normal,midlane dire
2040133,117,109,628172689,dire,zoran,0,1836333,1837,0.000900431491476291,Normal,base2 dire
2255633,17,21,628202167,radiant,ANW,0,1922467,1923,0.000847696715891558,High,base1 radiant
2268500,8,6,628202167,radiant,ASAP%20Gandhi,0,1935334,1936,0.000853427374917346,High,base1 radiant
2268500,7,9,628202167,radiant,flatfacE,0,1935334,1936,0.000853427374917346,High,base1 radiant
2226500,16,21,628202167,radiant,Goblinsavior%20Heronox,0,1893334,1894,0.000834912938064801,High,base1 radiant
2267300,15,15,628202167,dire,Hopes,1,1934134,1935,0.000852986554992286,High,base1 radiant
2267366,22,20,628202167,dire,My%20Childhood,1,1934200,1935,0.000852986554992286,High,base1 radiant
2268233,9,11,628202167,dire,Pollo%20%20%3DJ,1,1935067,1936,0.000853427374917346,High,base1 radiant
2268433,57,36,628202167,dire,Solo,1,1935267,1936,0.000853427374917346,High,jungle radiant
2255900,22,23,628202167,radiant,TheBlackKing,0,1922734,1923,0.000847696715891558,High,base1 radiant
2240833,8,10,628202167,dire,W0LFW00D,1,1907667,1908,0.000841084417015649,High,base1 radiant
2640000,98,85,628238411,radiant,%3C%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%3A%7B%7DxxxQ%20%2DReY%2D,1,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,8,7,628238411,radiant,%40rijo,1,2442400,2443,0.000925378787878788,Normal,base1 radiant
2640000,101,98,628238411,radiant,Ampun%20Abandoned,1,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,16,12,628238411,radiant,CookieMonster,1,2442400,2443,0.000925378787878788,Normal,base1 radiant
2640000,113,81,628238411,dire,Funky%20Goblin,0,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,101,94,628238411,radiant,Jupiter,1,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,113,81,628238411,dire,Seri%27,0,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,108,83,628238411,dire,SpiderNight,0,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,114,81,628238411,dire,Whiteners,0,2442400,2443,0.000925378787878788,Normal,base2 dire
2640000,121,108,628238411,dire,Wilbo,0,2442400,2443,0.000925378787878788,Normal,base2 dire
4080267,103,94,628328743,radiant,%5Bimdabes%5DPesadilla,1,3869934,3870,0.00094846734294594,Normal,base2 dire
4080267,87,82,628328743,dire,asmeehero,0,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,110,98,628328743,dire,AuspiciousOblong,0,3869934,3870,0.00094846734294594,Normal,base2 dire
4080267,80,83,628328743,dire,Bobikass,0,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,93,86,628328743,radiant,Boss%20Kodjie,1,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,69,77,628328743,radiant,davinche2882,1,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,83,88,628328743,dire,Enemy%20%7C%20EvilGodpk%20%7C,0,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,87,81,628328743,radiant,FRANSISCA,1,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,92,86,628328743,radiant,Funky%20Goblin,1,3869934,3870,0.00094846734294594,Normal,midlane dire
4080267,84,77,628328743,dire,InvasionSoldier,0,3869934,3870,0.00094846734294594,Normal,midlane dire
2160100,117,111,628546255,dire,%5B%20ELIM%20%5D%20Eliminators01,1,1946834,1947,0.00090134715985371,Normal,base2 dire
2160100,117,110,628546255,dire,%5BSPF1%5Djayesss,1,1946834,1947,0.00090134715985371,Normal,base2 dire
2160100,10,4,628546255,radiant,B%2DNak,0,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,11,5,628546255,radiant,Flava%20Flave,0,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,120,109,628546255,dire,Funky%20Goblin,1,1946834,1947,0.00090134715985371,Normal,base2 dire
2160100,18,25,628546255,dire,Garden,1,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,10,5,628546255,radiant,Lycos,0,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,13,34,628546255,radiant,shellman6,0,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,10,4,628546255,radiant,Sri%20Lankan%20King,0,1946834,1947,0.00090134715985371,Normal,base1 radiant
2160100,15,25,628546255,dire,unagi,1,1946834,1947,0.00090134715985371,Normal,base1 radiant
3480100,41,25,628557042,radiant,0%E3%85%8F%EB%9D%BC%20%EC%86%8C_88,0,3325167,3326,0.000955719663228068,Normal,jungle radiant
3480100,20,20,628557042,radiant,Clandestine%20Smurf,0,3325167,3326,0.000955719663228068,Normal,base1 radiant
3480100,22,21,628557042,radiant,CookieMonster,0,3325167,3326,0.000955719663228068,Normal,base1 radiant
3480100,30,31,628557042,dire,Deadpool,1,3325167,3326,0.000955719663228068,Normal,midlane radiant
3480100,39,20,628557042,radiant,Flava%20Flave,0,3325167,3326,0.000955719663228068,Normal,jungle radiant
3480100,32,13,628557042,dire,Funky%20Goblin,1,3325167,3326,0.000955719663228068,Normal,base1 radiant
3480100,44,32,628557042,dire,hile,1,3325167,3326,0.000955719663228068,Normal,midlane radiant
3480100,23,10,628557042,dire,Reaper,1,3325167,3326,0.000955719663228068,Normal,base1 radiant
3480100,18,13,628557042,radiant,Skovorodka,0,3325167,3326,0.000955719663228068,Normal,base1 radiant
3480100,112,95,628557042,dire,SwitchBlade%20McKillingsWorth,1,3325167,3326,0.000955719663228068,Normal,base2 dire
1380100,119,112,629067363,dire,%2DFrames,0,1267234,1268,0.000918774001883921,High,base2 dire
1380100,118,108,629067363,dire,Dr%2ETee,0,1267234,1268,0.000918774001883921,High,base2 dire
1380100,115,107,629067363,dire,FuriousBilly,0,1267234,1268,0.000918774001883921,High,base2 dire
1380100,117,107,629067363,radiant,hail,1,1267234,1268,0.000918774001883921,High,base2 dire
1380100,110,110,629067363,radiant,Huuto,1,1267234,1268,0.000918774001883921,High,void dire
1380100,116,107,629067363,dire,Mr%2EScientist,0,1267234,1268,0.000918774001883921,High,base2 dire
1380100,114,108,629067363,radiant,Psyduck%3C3M%2EA%2E,1,1267234,1268,0.000918774001883921,High,base2 dire
1380100,116,108,629067363,radiant,ROLFHORSE,1,1267234,1268,0.000918774001883921,High,base2 dire
1380100,111,111,629067363,radiant,SEANS%20VOCABULARY%20BOOK,1,1267234,1268,0.000918774001883921,High,void dire
1380100,116,110,629067363,dire,thalnoskill,0,1267234,1268,0.000918774001883921,High,base2 dire
2400033,19,3,629142053,radiant,%28%E2%95%AF%C2%B0%E2%96%A1%C2%B0%EF%BC%89%E2%95%AF%EF%B8%B5%20%E2%94%BB%E2%94%81%E2%94%BB,0,2229533,2230,0.000929153890800668,High,void radiant
2400033,10,13,629142053,dire,__%2C%2C%2C_%2A%2C%2E%2C%2A_%2C%2C%2C__,1,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,9,29,629142053,dire,B000n,1,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,16,11,629142053,radiant,Blasphemy%20%2D%201349%2Eint,0,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,5,8,629142053,radiant,don%27t%20fear%20to%20the%20murder,0,2229533,2230,0.000929153890800668,High,void radiant
2400033,3,18,629142053,radiant,Hello%2C%20This%20Is%20Doge,0,2229533,2230,0.000929153890800668,High,void radiant
2400033,24,9,629142053,dire,junyou,1,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,12,9,629142053,radiant,soundcloud%2Ecom%2Fevanthebouncy,0,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,13,9,629142053,dire,Thrower,1,2229533,2230,0.000929153890800668,High,base1 radiant
2400033,116,107,629142053,dire,Zner,1,2229533,2230,0.000929153890800668,High,base2 dire
1740033,118,108,634751129,dire,%5EAlexbabyzz,0,1557533,1558,0.0008953853174049,VeryHigh,base2 dire
1740033,62,58,634751129,radiant,244%20T%2E,1,1557533,1558,0.0008953853174049,VeryHigh,midlane dire
1740033,120,111,634751129,dire,AkX,0,1557533,1558,0.0008953853174049,VeryHigh,base2 dire
1740033,123,102,634751129,dire,Epix_Long,0,1557533,1558,0.0008953853174049,VeryHigh,void dire
1740033,111,103,634751129,radiant,lol,1,1557533,1558,0.0008953853174049,VeryHigh,base2 dire
