t,x,y,match,team,player,won,tstd,tsync,tper,tier,zone
2160033,110,104,639928171,radiant,Dailyawesome,1,1975267,1976,0.00091480083869089,Normal,base2 dire
2160033,115,98,639928171,radiant,Kalim,1,1975267,1976,0.00091480083869089,Normal,base2 dire
2160033,108,93,639928171,dire,No%60Va%2EL4,0,1975267,1976,0.00091480083869089,Normal,base2 dire
2160033,104,102,639928171,dire,Valkret3928,0,1975267,1976,0.00091480083869089,Normal,base2 dire
2160033,113,104,639928171,radiant,VladBlood,1,1975267,1976,0.00091480083869089,Normal,base2 dire
2460166,103,92,639943860,radiant,%27Silver%20%7E,1,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,111,98,639943860,radiant,%E4%B8%B641,1,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,102,99,639943860,radiant,%E4%B9%9D%E6%9D%A1%E9%B1%BC,1,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,107,95,639943860,radiant,Dota%20Increases%20GAINZ%20by%20200%25,1,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,6,97,639943860,dire,hoodrich,0,2286300,2287,0.000929612066828011,VeryHigh,laneshop dire
2460166,107,105,639943860,dire,I%27LL%20CARRY%20MYSELF%20TO%20TI8,0,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,117,110,639943860,dire,I%27ve%20killed%20dragons%20LESS%20deservi,0,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,120,107,639943860,dire,PaulMorphling,0,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,111,101,639943860,dire,Pegasus,0,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
2460166,115,103,639943860,radiant,racast5,1,2286300,2287,0.000929612066828011,VeryHigh,base2 dire
3840133,33,11,639944687,radiant,%5BBTY%5Delitefour,1,3667233,3668,0.000955175250440545,Normal,base1 radiant
3840133,85,97,639944687,radiant,%E3%80%90DsT%27s%E3%80%91%7C%7C%20Javi%20%7C%7C,1,3667233,3668,0.000955175250440545,Normal,jungle dire
3840133,99,98,639944687,dire,Cr0sSoVeR,0,3667233,3668,0.000955175250440545,Normal,base2 dire
3840133,34,34,639944687,dire,cursed,0,3667233,3668,0.000955175250440545,Normal,midlane radiant
3840133,100,99,639944687,radiant,Exdeath,1,3667233,3668,0.000955175250440545,Normal,base2 dire
3840133,41,41,639944687,dire,KDoT%20Hussle,0,3667233,3668,0.000955175250440545,Normal,midlane radiant
3840133,83,74,639944687,radiant,Link,1,3667233,3668,0.000955175250440545,Normal,midlane dire
3840133,117,109,639944687,dire,Relayer,0,3667233,3668,0.000955175250440545,Normal,base2 dire
3840133,42,11,639944687,radiant,Umbreon%20%5BHaveDotaFun%5D,1,3667233,3668,0.000955175250440545,Normal,bottomlane radiant
3840133,99,100,639944687,dire,Xenocide,0,3667233,3668,0.000955175250440545,Normal,base2 dire
3780333,116,108,640022519,radiant,Aniquila_1000,1,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,82,47,640022519,dire,Ay%20mama%2C%20te%20dan%20candela,0,3560067,3561,0.000941980508066353,Normal,void dire
3780333,118,110,640022519,dire,BaToLocCo,0,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,114,108,640022519,radiant,D_T3cH1,1,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,111,108,640022519,dire,El%20postre%20para%20el%20final,0,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,84,46,640022519,dire,ELMO,0,3560067,3561,0.000941980508066353,Normal,void dire
3780333,115,109,640022519,radiant,JabutiNuclear,1,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,113,107,640022519,dire,Kalred,0,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,112,107,640022519,radiant,Mida00,1,3560067,3561,0.000941980508066353,Normal,base2 dire
3780333,110,107,640022519,radiant,PK,1,3560067,3561,0.000941980508066353,Normal,base2 dire
3120033,15,17,640050884,dire,%28%E2%95%AF%C2%B0%E2%96%A1%C2%B0%EF%BC%89%E2%95%AF%EF%B8%B5%20%E2%94%BB%E2%94%81%E2%94%BB,1,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,7,7,640050884,radiant,%E8%87%A8%E7%95%8C%E3%81%AE%E8%BF%BD%E6%86%B6,0,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,11,10,640050884,dire,Chet%20Johnson,1,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,11,24,640050884,dire,evanthebouncy,1,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,20,11,640050884,dire,Hello%2C%20This%20Is%20Doge,1,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,11,7,640050884,radiant,logospattern,0,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,10,10,640050884,radiant,PorchMonkey,0,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,10,8,640050884,radiant,SeTo,0,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,14,12,640050884,radiant,Skeelayz,0,2452800,2453,0.000786209633039138,High,base1 radiant
3120033,118,107,640050884,dire,Skitt,1,2452800,2453,0.000786209633039138,High,base2 dire
4260000,111,83,640088992,radiant,%5BPPC%5D%20THR33SUS%20%28cp3%20flops%29,1,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,115,102,640088992,dire,%E6%88%91%E6%9C%8B%E5%8F%8B%E6%98%AF%E7%A7%98%E9%B2%81%E4%BA%BA,0,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,118,107,640088992,dire,%E6%99%93%E7%BE%8E%E7%84%B0%7E,0,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,114,82,640088992,radiant,CHAATGIRL%20GLANCES,1,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,102,103,640088992,dire,HoneyBadger,0,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,115,84,640088992,radiant,Huuto,1,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,97,95,640088992,dire,Korosensei,0,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,123,108,640088992,dire,Lose%20Like%20a%20Man,0,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,113,85,640088992,radiant,on%20tilt,1,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
4260000,112,83,640088992,radiant,Phoenix,1,4153734,4154,0.000975117370892019,VeryHigh,base2 dire
3300000,11,6,640183396,radiant,%5BPPC%5D%20THR33SUS%20%28cp3%20flops%29,0,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,10,13,640183396,dire,%EC%95%8C%EB%A0%89%EC%8A%A4,1,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,9,9,640183396,radiant,CHAATGIRL%20GLANCES,0,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,8,8,640183396,radiant,Huuto,0,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,14,12,640183396,dire,iboon%2E%20det,1,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,12,10,640183396,dire,MKUltra%E2%84%A2,1,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,11,32,640183396,radiant,on%20tilt,0,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,11,8,640183396,radiant,Phoenix,0,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3300000,22,7,640183396,dire,Ribbit,1,3187734,3188,0.000966060606060606,VeryHigh,void radiant
3300000,12,15,640183396,dire,Rock,1,3187734,3188,0.000966060606060606,VeryHigh,base1 radiant
3480066,89,81,641405166,dire,Cele,0,3308766,3309,0.000950844035716564,High,midlane dire
3480066,92,86,641405166,dire,Keeper%20Of%20the%20White,0,3308766,3309,0.000950844035716564,High,midlane dire
3480066,88,84,641405166,dire,King%20of%20Low%20Priority,0,3308766,3309,0.000950844035716564,High,midlane dire
3480066,66,60,641405166,dire,M83,0,3308766,3309,0.000950844035716564,High,midlane dire
3480066,95,81,641405166,radiant,Mus%C2%A7%2E%2E%2E%21%21%21,1,3308766,3309,0.000950844035716564,High,midlane dire
3480066,81,75,641405166,radiant,orangerunner,1,3308766,3309,0.000950844035716564,High,midlane dire
3480066,89,84,641405166,radiant,roar,1,3308766,3309,0.000950844035716564,High,midlane dire
3480066,52,11,641405166,dire,SlowPoke,0,3308766,3309,0.000950844035716564,High,bottomlane radiant
3480066,88,87,641405166,radiant,so%20humongous%20big,1,3308766,3309,0.000950844035716564,High,midlane dire
3480066,86,78,641405166,radiant,WM,1,3308766,3309,0.000950844035716564,High,midlane dire
2700100,117,98,641717130,dire,%5B_Index%2Ephp_%5D,0,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,115,106,641717130,dire,Aist_,0,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,112,95,641717130,radiant,ChopChop,1,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,116,109,641717130,dire,ELMO,0,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,115,105,641717130,dire,Kalred,0,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,114,104,641717130,radiant,LrdZ,1,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,113,104,641717130,radiant,M%C3%B4u%2D%C3%89da,1,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,116,108,641717130,dire,Mi%20mano%20es%20grande,0,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,115,104,641717130,radiant,Thoretto,1,2454467,2455,0.000909225584237621,Normal,base2 dire
2700100,108,108,641717130,radiant,Vice%2DC%C3%B4nsul%20de%20Honduras,1,2454467,2455,0.000909225584237621,Normal,base2 dire
2040066,22,8,641756777,dire,%2D%3ERomance%3C%2Dl,1,1886000,1886,0.00092447989427793,Normal,void radiant
2040066,63,60,641756777,dire,ELMO,1,1886000,1886,0.00092447989427793,Normal,midlane dire
2040066,33,29,641756777,dire,Fede%20es%20un%20buen%20chico,1,1886000,1886,0.00092447989427793,Normal,midlane radiant
2040066,22,15,641756777,radiant,Gonza,0,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,19,20,641756777,dire,Hipster%20Jesus,1,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,26,12,641756777,dire,Kalred,1,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,20,16,641756777,radiant,Mc%20%E2%80%94%C2%BB%20WaChi,0,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,31,9,641756777,radiant,Orion,0,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,25,9,641756777,radiant,Saw,0,1886000,1886,0.00092447989427793,Normal,base1 radiant
2040066,20,15,641756777,radiant,Xisbe,0,1886000,1886,0.00092447989427793,Normal,base1 radiant
1620066,40,34,641869130,radiant,%5BMCR%5D%20Victor,0,1408066,1409,0.000850708762964403,Normal,midlane radiant
1654200,28,24,641869130,dire,ArtIsABang,1,1442200,1443,0.000871236866541968,Normal,base1 radiant
1621333,40,38,641869130,dire,daykin,1,1409333,1410,0.000851312530716684,Normal,midlane radiant
1656066,29,32,641869130,dire,Have%20you%20heard%20of%20Hatsune%20Miku%3F,1,1444066,1445,0.000872444402046531,Normal,midlane radiant
1656200,29,23,641869130,dire,I%2DDotA%20%5BDaku%5D,1,1444200,1445,0.000872444402046531,Normal,base1 radiant
1654466,28,26,641869130,dire,Link,1,1442466,1443,0.000871236866541968,Normal,base1 radiant
1620066,43,41,641869130,radiant,lol%2EOs_JaHiR,0,1408066,1409,0.000850708762964403,Normal,midlane radiant
1647666,16,14,641869130,radiant,pinkelephants,0,1435666,1436,0.000867010492275999,Normal,base1 radiant
1648866,8,7,641869130,radiant,San_AnDroidE,0,1436866,1437,0.00086761426002828,Normal,base1 radiant
1656266,10,6,641869130,radiant,sanorex,0,1444266,1445,0.000872444402046531,Normal,base1 radiant
1564066,108,106,641876436,dire,%E5%81%87%E8%A3%85%E5%BE%88%E6%80%80%E6%97%A7,0,1343466,1344,0.000859298776394347,High,base2 dire
1563800,113,100,641876436,radiant,bembos,1,1343200,1344,0.000859298776394347,High,base2 dire
1564000,112,108,641876436,dire,Bubibu,0,1343400,1344,0.000859298776394347,High,base2 dire
1562600,7,7,641876436,radiant,Cricket,1,1342000,1342,0.000858020057977093,High,base1 radiant
1560066,101,91,641876436,dire,Fawkes%20%2D%20KTY,0,1339466,1340,0.00085674133955984,High,base2 dire
1562400,113,105,641876436,dire,FZZZ,0,1341800,1342,0.000858020057977093,High,base2 dire
1563266,114,107,641876436,dire,Lokk,0,1342666,1343,0.00085865941718572,High,base2 dire
1563533,112,105,641876436,radiant,Lucky%2E%2E%2E,1,1342933,1343,0.00085865941718572,High,base2 dire
1564066,105,95,641876436,radiant,Throne%20of%20Games,1,1343466,1344,0.000859298776394347,High,base2 dire
1564066,110,109,641876436,radiant,Yung%20Boi,1,1343466,1344,0.000859298776394347,High,void dire
4080233,121,106,642238139,dire,%5BCSG%5D%20Valesito%20%EF%B8%BB%E3%83%87%E2%95%90,0,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,110,103,642238139,radiant,%5BPPC%5D%20THR33SUS%20%28cp3%20flops%29,1,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,114,104,642238139,radiant,Black%20Dragon%20Lloyd%20Down,1,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,107,102,642238139,radiant,blubby,1,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,123,108,642238139,dire,Lei,0,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,116,89,642238139,dire,Luminathos,0,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,115,104,642238139,dire,Mrgrgr,0,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,115,104,642238139,radiant,on%20tilt,1,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,108,104,642238139,dire,oyster%20%3A%29,0,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
4080233,113,101,642238139,radiant,Phoenix,1,3215133,3216,0.000788190282270645,VeryHigh,base2 dire
2103933,18,23,642864521,dire,%2A%E2%80%A0%20H%40wK3Y3%20%E2%80%A0%2A,1,1791233,1792,0.000848230620273374,Normal,base1 radiant
2112633,10,10,642864521,radiant,_dens_,0,1799933,1800,0.000852017364113881,Normal,base1 radiant
2112300,11,5,642864521,radiant,Fede%20es%20un%20buen%20chico,0,1799600,1800,0.000852017364113881,Normal,base1 radiant
2109833,19,21,642864521,dire,lenin,1,1797133,1798,0.000851070678153754,Normal,base1 radiant
2112633,10,8,642864521,radiant,Makuto,0,1799933,1800,0.000852017364113881,Normal,base1 radiant
2112633,107,102,642864521,dire,Ni9,1,1799933,1800,0.000852017364113881,Normal,base2 dire
2100266,16,6,642864521,radiant,ParaoSinPoloCtm%20%2El%2E,0,1787566,1788,0.000846337248353121,Normal,void radiant
2104666,7,12,642864521,radiant,TheRubberDuck,0,1791966,1792,0.000848230620273374,Normal,void radiant
2112633,12,24,642864521,dire,Ticalacatica,1,1799933,1800,0.000852017364113881,Normal,base1 radiant
2111166,13,16,642864521,dire,Tuzanjamon,1,1798466,1799,0.000851544021133817,Normal,base1 radiant
3180266,98,96,643015651,dire,%7E%7E,0,3020900,3021,0.000949920541237746,High,base2 dire
3180266,118,109,643015651,dire,%E2%80%A0,0,3020900,3021,0.000949920541237746,High,base2 dire
3180266,73,62,643015651,dire,Kotomi,0,3020900,3021,0.000949920541237746,High,jungle dire
3180266,101,92,643015651,radiant,Masoku,1,3020900,3021,0.000949920541237746,High,base2 dire
3180266,102,93,643015651,radiant,orangerunner,1,3020900,3021,0.000949920541237746,High,base2 dire
3180266,99,92,643015651,radiant,roar,1,3020900,3021,0.000949920541237746,High,base2 dire
3180266,101,91,643015651,radiant,so%20humongous%20big,1,3020900,3021,0.000949920541237746,High,base2 dire
3180266,93,93,643015651,radiant,Tori%20Black,1,3020900,3021,0.000949920541237746,High,base2 dire
3180266,73,63,643015651,dire,Yen,0,3020900,3021,0.000949920541237746,High,midlane dire
3180266,104,97,643015651,dire,Zip%20Zop%20Zoobity%20Bop,0,3020900,3021,0.000949920541237746,High,base2 dire
1320133,95,47,643051079,dire,%E2%80%B3%20%20%20%20%20%20Jason%E3%80%82,0,1167200,1168,0.000884759338642394,VeryHigh,jungle dire
1320133,102,99,643051079,radiant,228,1,1167200,1168,0.000884759338642394,VeryHigh,base2 dire
1320133,99,101,643051079,radiant,ChickenKiller,1,1167200,1168,0.000884759338642394,VeryHigh,base2 dire
1320133,102,100,643051079,radiant,NERD%2DRAGE%2DCHAMP,1,1167200,1168,0.000884759338642394,VeryHigh,base2 dire
1320133,92,106,643051079,dire,Pegasus,0,1167200,1168,0.000884759338642394,VeryHigh,base2 dire
1320133,101,105,643051079,radiant,QQdyn,1,1167200,1168,0.000884759338642394,VeryHigh,base2 dire
1320133,113,17,643051079,dire,Reno,0,1167200,1168,0.000884759338642394,VeryHigh,void radiant
1320133,92,41,643051079,dire,Simplemente%20adryK,0,1167200,1168,0.000884759338642394,VeryHigh,void dire
1320133,123,99,643051079,dire,SooYoung%2D_GuauGuau,0,1167200,1168,0.000884759338642394,VeryHigh,void dire
1320133,97,44,643051079,radiant,The%20Bonus,1,1167200,1168,0.000884759338642394,VeryHigh,jungle dire
1920066,111,95,643061665,radiant,%5B_Index%2Ephp_%5D,1,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,116,102,643061665,dire,%5BHS%5D%20ParanaHue,0,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,108,106,643061665,radiant,%CE%9B%E2%80%A2Gravity,1,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,118,99,643061665,radiant,Aist_,1,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,120,108,643061665,dire,Diglett,0,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,117,110,643061665,dire,Kizaru,0,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,119,112,643061665,dire,LgN%2Eulfsaar,0,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,112,105,643061665,radiant,Meet%20XeqtR%2C%20Your%20Maker,1,1753366,1754,0.000913510264751316,Normal,base2 dire
1920066,124,108,643061665,dire,Shintay,0,1753366,1754,0.000913510264751316,Normal,void dire
1920066,28,24,643061665,radiant,SnKDarKOmAr,1,1753366,1754,0.000913510264751316,Normal,base1 radiant
1860000,10,7,643121928,radiant,%3E%3E%3Emegabroli%3C%3C%3C,0,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,85,51,643121928,radiant,bembos,0,1681334,1682,0.000904301075268817,High,jungle dire
1860000,86,54,643121928,radiant,Cricket,0,1681334,1682,0.000904301075268817,High,pit dire
1860000,8,9,643121928,dire,das,1,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,117,109,643121928,dire,Kynamite%2D_%2D,1,1681334,1682,0.000904301075268817,High,base2 dire
1860000,8,9,643121928,radiant,LtBubba,0,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,21,14,643121928,dire,niunior,1,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,22,21,643121928,dire,PAAAIN_,1,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,10,10,643121928,dire,ReparaFelixJunior,1,1681334,1682,0.000904301075268817,High,base1 radiant
1860000,6,10,643121928,radiant,ZenharD,0,1681334,1682,0.000904301075268817,High,base1 radiant
3422666,106,93,643128080,dire,%5BHyperX%5D%20Liquid%60TC,0,2751800,2752,0.000804020100502513,Pro,base2 dire
3422733,110,100,643128080,dire,1234,0,2751867,2752,0.000804020100502513,Pro,base2 dire
3422133,98,85,643128080,radiant,13,1,2751267,2752,0.000804020100502513,Pro,base2 dire
3420266,83,79,643128080,dire,2%2E,0,2749400,2750,0.000803435783569008,Pro,midlane dire
3422800,103,98,643128080,radiant,China,1,2751934,2752,0.000804020100502513,Pro,base2 dire
3422200,104,100,643128080,radiant,dog%20euthanizer,1,2751334,2752,0.000804020100502513,Pro,base2 dire
3422600,99,88,643128080,radiant,EG%2Eppd,1,2751734,2752,0.000804020100502513,Pro,base2 dire
3422800,102,95,643128080,radiant,EG%2EUniverse,1,2751934,2752,0.000804020100502513,Pro,base2 dire
3422800,112,90,643128080,dire,kiss%20smooch%20chu,0,2751934,2752,0.000804020100502513,Pro,base2 dire
3420266,98,85,643128080,dire,Pegasus,0,2749400,2750,0.000803435783569008,Pro,base2 dire
3910466,16,14,643208148,dire,%3CLDB%3Ediegovalente,1,3737333,3738,0.000955472624098972,Normal,base1 radiant
3900266,21,38,643208148,radiant,%C5%81%D1%94%D2%B3%D2%B2%E2%88%9A,0,3727133,3728,0.000952916517560452,Normal,jungle radiant
3912200,16,11,643208148,dire,Ginn,1,3739067,3740,0.000955983845406677,Normal,base1 radiant
3900266,29,34,643208148,radiant,LgN%2Eulfsaar,0,3727133,3728,0.000952916517560452,Normal,midlane radiant
3912200,9,8,643208148,radiant,Minds,0,3739067,3740,0.000955983845406677,Normal,base1 radiant
3900266,14,36,643208148,radiant,Mithfox,0,3727133,3728,0.000952916517560452,Normal,base1 radiant
3904333,20,20,643208148,dire,Perdig%C3%A3o%2ELucas,1,3731200,3732,0.00095393896017586,Normal,base1 radiant
3912133,19,11,643208148,dire,Perdig%C3%A3o%2ERat%C3%A3o,1,3739000,3739,0.000955728234752824,Normal,base1 radiant
3910600,12,8,643208148,radiant,Soulfrost,0,3737467,3738,0.000955472624098972,Normal,base1 radiant
3912000,18,10,643208148,dire,Trollface,1,3738867,3739,0.000955728234752824,Normal,base1 radiant
1860000,117,107,643216184,dire,%5BHS%5D%20NewLord,0,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,27,22,643216184,radiant,Bocha,1,1396134,1397,0.000751075268817204,Normal,base1 radiant
1860000,114,106,643216184,radiant,Deathknight,1,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,119,110,643216184,dire,Fede%20es%20un%20buen%20chico,0,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,91,103,643216184,radiant,figueBOARD,1,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,122,109,643216184,dire,grosvs,0,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,115,109,643216184,dire,Kalred,0,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,97,101,643216184,radiant,Maticsen,1,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,98,98,643216184,radiant,Stifler%20Master,1,1396134,1397,0.000751075268817204,Normal,base2 dire
1860000,7,7,643216184,radiant,Swap%2D,1,1396134,1397,0.000751075268817204,Normal,base1 radiant
3131133,85,114,643231908,radiant,%5BHyperX%5D%20Liquid%60TC,1,2332500,2333,0.000744479507347946,Pro,void dire
3131733,91,101,643231908,radiant,1234,1,2333100,2334,0.000744798615580842,Pro,base2 dire
3132000,96,101,643231908,dire,13,0,2333367,2334,0.000744798615580842,Pro,base2 dire
3133466,91,108,643231908,radiant,2%2E,1,2334833,2335,0.000745117723813739,Pro,base2 dire
3133600,99,99,643231908,dire,China,0,2334967,2335,0.000745117723813739,Pro,base2 dire
3133733,92,100,643231908,dire,dog%20euthanizer,0,2335100,2336,0.000745436832046636,Pro,base2 dire
3133666,99,108,643231908,dire,EG%2Eppd,0,2335033,2336,0.000745436832046636,Pro,base2 dire
3120266,96,89,643231908,dire,EG%2EUniverse,0,2321633,2322,0.000740969316786082,Pro,base2 dire
3133733,85,103,643231908,radiant,kiss%20smooch%20chu,1,2335100,2336,0.000745436832046636,Pro,toplane dire
3133200,92,100,643231908,radiant,Pegasus,1,2334567,2335,0.000745117723813739,Pro,base2 dire
2880400,114,91,643346528,dire,%5B_Index%2Ephp_%5D,0,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,114,84,643346528,radiant,%5BKG%5D%20Wakrs,1,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,9,7,643346528,radiant,Beauty%20By%20The%20Lake,1,2695200,2696,0.000935981113734204,Normal,base1 radiant
2880400,116,109,643346528,radiant,Calamardo,1,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,118,108,643346528,dire,Cieguito%20Volador,0,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,115,105,643346528,dire,KeNN%2DY,0,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,109,84,643346528,dire,Qui%2DGon%20Gino,0,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,110,109,643346528,radiant,Sr%2EZorro,1,2695200,2696,0.000935981113734204,Normal,void dire
2880400,115,88,643346528,dire,Terry%2ETate,0,2695200,2696,0.000935981113734204,Normal,base2 dire
2880400,120,110,643346528,radiant,TheVoidBrazil,1,2695200,2696,0.000935981113734204,Normal,base2 dire
3060066,12,12,643387304,radiant,boo,0,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,18,13,643387304,radiant,CrazyCry,0,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,49,47,643387304,dire,Ilusion%2EMbK,1,2903633,2904,0.000948999139234252,Normal,midlane radiant
3060066,60,62,643387304,dire,leyendaxD,1,2903633,2904,0.000948999139234252,Normal,midlane dire
3060066,22,17,643387304,radiant,LgN%2Eulfsaar,0,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,23,13,643387304,radiant,mD%2ETeam%20%3E%20PokkerLenDa,0,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,15,14,643387304,dire,oRione,1,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,15,12,643387304,radiant,PSO%28%2Akeyler%2A%29,0,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,10,9,643387304,dire,redtube,1,2903633,2904,0.000948999139234252,Normal,base1 radiant
3060066,22,11,643387304,dire,Yahtzel,1,2903633,2904,0.000948999139234252,Normal,base1 radiant
2160033,119,98,643438672,radiant,%5BAliento%2ACazador%2Ametalico,1,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,15,80,643438672,radiant,Clark,1,1949633,1950,0.000902763985550221,Normal,toplane dire
2160033,121,99,643438672,radiant,Don%2ED,1,1949633,1950,0.000902763985550221,Normal,void dire
2160033,113,94,643438672,radiant,Kratos,1,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,108,92,643438672,radiant,LgN%2Eulfsaar,1,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,118,103,643438672,dire,mD%2ETeam%20%3E%20PokkerLenDa,0,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,112,100,643438672,dire,Mil%20House,0,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,123,98,643438672,dire,Mosh,0,1949633,1950,0.000902763985550221,Normal,void dire
2160033,118,108,643438672,dire,PSO%28%2Akeyler%2A%29,0,1949633,1950,0.000902763985550221,Normal,base2 dire
2160033,119,100,643438672,dire,SexyRodri%2B,0,1949633,1950,0.000902763985550221,Normal,base2 dire
2648300,65,39,643470370,dire,Grr%20%2A%20%2E%20%2Axavier,1,2356900,2357,0.000890004908809425,Normal,jungle radiant
2640233,7,7,643470370,radiant,JP%2EChospasss,0,2348833,2349,0.000886984103009478,Normal,base1 radiant
2640233,10,10,643470370,radiant,JP%2ELid%40,0,2348833,2349,0.000886984103009478,Normal,base1 radiant
2640233,11,6,643470370,radiant,LgN%2Eulfsaar,0,2348833,2349,0.000886984103009478,Normal,base1 radiant
2647966,8,6,643470370,dire,luis_alonso14,1,2356566,2357,0.000890004908809425,Normal,base1 radiant
2648166,8,9,643470370,dire,M3r0,1,2356766,2357,0.000890004908809425,Normal,base1 radiant
2645766,14,17,643470370,dire,MDK%20Caio,1,2354366,2355,0.000889249707359438,Normal,base1 radiant
