x,y,Tier,WinLose
92,86,VeryHigh,0
68,108,VeryHigh,0
14,12,VeryHigh,1
100,12,High,1
15,47,High,1
90,82,High,0
107,87,High,0
12,38,High,1
117,107,High,0
107,107,High,0
112,86,High,0
19,30,High,1
31,30,High,1
116,108,VeryHigh,1
50,12,VeryHigh,0
112,55,VeryHigh,1
117,110,VeryHigh,1
10,9,VeryHigh,0
15,13,VeryHigh,0
12,36,VeryHigh,0
112,108,VeryHigh,1
11,20,VeryHigh,0
101,93,VeryHigh,1
19,16,Pro,0
9,9,Pro,0
118,107,Pro,1
13,11,Pro,0
114,106,Pro,1
115,108,Pro,1
116,108,Pro,1
10,12,Pro,0
12,11,Pro,0
116,107,Pro,1
15,19,Pro,1
17,21,Pro,1
14,17,Pro,1
115,106,Pro,0
116,106,Pro,0
113,107,Pro,0
114,105,Pro,0
115,97,Pro,0
14,14,Pro,1
16,20,Pro,1
114,83,Pro,1
31,34,Pro,0
112,86,Pro,1
113,108,Pro,1
27,29,Pro,0
12,13,Pro,0
17,11,Pro,0
112,87,Pro,1
99,91,Pro,1
28,21,Pro,0
12,20,Pro,0
114,96,Pro,1
12,17,Pro,0
9,9,Pro,0
117,107,Pro,1
116,109,Pro,1
104,108,Pro,1
11,22,Pro,0
12,10,Pro,0
115,108,Pro,1
36,13,Pro,0
116,108,Pro,1
22,18,Pro,0
18,22,Pro,0
99,105,Pro,1
116,108,Pro,1
95,108,Pro,1
108,108,Pro,1
18,14,Pro,0
12,15,Pro,0
74,104,High,1
112,47,High,1
30,29,High,0
18,13,High,0
13,36,High,0
115,109,High,1
66,106,High,1
13,38,High,0
93,84,High,1
32,17,High,0
92,78,High,1
115,76,High,1
89,107,High,1
11,8,High,0
114,107,High,1
79,10,High,0
32,30,High,0
49,11,High,0
84,104,High,1
15,70,High,0
116,109,Pro,0
13,10,Pro,1
115,106,Pro,0
115,107,Pro,0
9,8,Pro,1
11,10,Pro,1
13,12,Pro,1
15,11,Pro,1
119,108,Pro,0
116,102,Pro,0
50,51,Normal,0
46,74,Normal,1
115,109,Normal,1
112,50,Normal,1
25,23,Normal,0
21,106,Normal,1
58,92,Normal,1
15,55,Normal,0
97,13,Normal,0
13,54,Normal,0
43,12,Normal,0
91,29,Normal,0
110,36,Normal,0
31,33,Normal,0
14,67,Normal,0
14,83,Normal,0
63,59,Normal,0
117,107,Normal,0
104,15,Normal,0
121,108,Normal,0
58,13,High,1
93,84,High,0
48,11,High,1
12,68,High,1
75,105,High,0
98,108,High,0
113,74,High,0
45,12,High,1
31,31,High,1
105,108,High,0
60,11,Normal,0
121,107,Normal,1
14,74,Normal,0
37,36,Normal,0
65,62,Normal,1
91,11,Normal,0
118,109,Normal,1
112,47,Normal,1
28,108,Normal,1
54,11,Normal,0
14,11,VeryHigh,1
54,35,VeryHigh,1
11,13,VeryHigh,1
97,108,VeryHigh,0
115,106,VeryHigh,0
11,12,VeryHigh,1
116,106,VeryHigh,0
113,103,VeryHigh,0
9,9,VeryHigh,1
116,107,VeryHigh,0
105,101,High,1
39,10,High,0
104,91,High,1
34,10,High,0
51,11,High,0
115,109,High,1
18,15,High,0
105,95,High,1
114,103,High,1
13,23,High,0
15,73,Normal,1
43,41,Normal,1
98,105,Normal,0
112,44,Normal,0
117,109,Normal,0
9,7,Normal,1
29,12,Normal,1
92,109,Normal,0
114,97,Normal,0
52,12,Normal,1
8,10,High,0
9,9,High,0
107,108,High,0
114,108,High,0
11,11,High,0
116,103,High,0
116,109,High,0
12,11,High,0
9,7,High,0
114,106,High,0
104,104,High,1
37,35,High,0
117,108,High,1
111,79,High,1
13,9,High,0
12,17,High,0
120,108,High,1
25,12,High,0
99,107,High,1
12,24,High,0
71,106,High,1
90,82,High,1
29,29,High,0
13,44,High,0
118,108,High,1
74,105,High,1
13,54,High,0
101,31,High,1
70,18,High,0
14,53,High,0
116,91,High,1
55,10,High,0
116,109,High,1
85,104,High,1
29,24,High,0
21,26,High,0
10,9,High,0
44,76,High,1
96,12,High,0
93,86,High,1
11,11,High,1
15,11,High,1
92,84,High,0
10,9,High,1
26,11,High,1
120,111,High,0
117,109,High,0
115,105,High,0
9,11,High,1
116,107,High,0
10,10,Normal,0
11,7,Normal,0
8,6,Normal,0
17,10,Normal,0
90,83,Normal,1
114,75,Normal,1
10,8,Normal,0
72,105,Normal,1
111,70,Normal,1
64,96,Normal,1
34,30,VeryHigh,1
49,65,VeryHigh,1
88,79,VeryHigh,0
81,36,VeryHigh,1
117,109,VeryHigh,0
115,108,VeryHigh,0
12,36,VeryHigh,1
75,105,VeryHigh,0
88,10,VeryHigh,1
105,108,VeryHigh,0
93,86,VeryHigh,1
27,11,VeryHigh,0
38,47,VeryHigh,0
26,29,VeryHigh,0
115,98,VeryHigh,1
12,12,VeryHigh,0
113,108,VeryHigh,1
111,75,VeryHigh,1
116,107,VeryHigh,1
13,7,VeryHigh,0
9,8,High,1
58,105,High,0
36,13,High,1
111,83,High,0
15,44,High,1
82,33,High,1
115,105,High,0
59,108,High,0
85,76,High,0
31,31,High,1
22,18,High,0
115,107,High,1
29,25,High,0
116,103,High,1
117,107,High,1
12,9,High,0
8,10,High,0
114,103,High,1
90,108,High,1
10,9,High,0
119,108,VeryHigh,1
9,9,VeryHigh,0
114,107,VeryHigh,1
111,108,VeryHigh,1
116,104,VeryHigh,1
40,24,VeryHigh,0
68,97,VeryHigh,1
30,11,VeryHigh,0
13,36,VeryHigh,0
81,28,VeryHigh,0
45,76,VeryHigh,1
76,73,VeryHigh,1
113,65,VeryHigh,1
35,34,VeryHigh,0
81,31,VeryHigh,0
56,11,VeryHigh,0
22,89,VeryHigh,1
71,20,VeryHigh,0
25,83,VeryHigh,0
115,106,VeryHigh,1
29,12,VeryHigh,1
14,64,VeryHigh,1
27,29,VeryHigh,1
110,103,VeryHigh,0
12,11,VeryHigh,1
12,37,VeryHigh,1
40,108,VeryHigh,0
84,101,VeryHigh,0
105,101,VeryHigh,0
115,108,VeryHigh,0
14,66,High,0
60,41,High,0
33,68,High,0
79,62,High,1
49,48,High,0
22,63,High,0
101,88,High,1
85,104,High,1
116,108,High,1
84,75,High,1
81,41,High,0
82,107,High,1
13,8,High,0
109,44,High,1
88,107,High,1
61,74,High,1
37,33,High,0
93,86,High,1
34,69,High,0
14,60,High,0
93,87,High,0
56,12,High,1
30,29,High,1
12,10,High,1
112,105,High,0
115,106,High,0
9,10,High,1
104,102,High,0
40,12,High,1
108,107,High,0
36,107,High,1
116,108,High,1
38,12,High,0
12,14,High,0
113,68,High,1
9,8,High,0
11,11,High,0
41,54,High,0
115,108,High,1
115,108,High,1
114,106,VeryHigh,0
115,108,VeryHigh,0
114,66,VeryHigh,0
13,11,VeryHigh,1
9,8,VeryHigh,1
9,12,VeryHigh,1
116,107,VeryHigh,0
10,7,VeryHigh,1
11,10,VeryHigh,1
117,108,VeryHigh,0
96,108,VeryHigh,1
38,11,VeryHigh,0
14,11,VeryHigh,0
11,11,VeryHigh,0
118,108,VeryHigh,1
116,108,VeryHigh,1
114,91,VeryHigh,1
10,10,VeryHigh,0
10,9,VeryHigh,0
115,109,VeryHigh,1
10,9,VeryHigh,0
48,10,VeryHigh,0
110,107,VeryHigh,1
116,109,VeryHigh,1
115,109,VeryHigh,1
27,29,VeryHigh,0
37,13,VeryHigh,0
115,106,VeryHigh,1
12,27,VeryHigh,0
116,108,VeryHigh,1
26,28,VeryHigh,1
116,107,VeryHigh,0
12,11,VeryHigh,1
115,106,VeryHigh,0
18,11,VeryHigh,1
115,109,VeryHigh,0
116,101,VeryHigh,0
11,13,VeryHigh,1
114,109,VeryHigh,0
15,37,VeryHigh,1
15,34,VeryHigh,1
27,29,VeryHigh,1
88,80,VeryHigh,0
117,107,VeryHigh,0
113,96,VeryHigh,0
71,20,VeryHigh,1
111,62,VeryHigh,0
38,13,VeryHigh,1
15,31,VeryHigh,1
78,104,VeryHigh,0
24,28,VeryHigh,1
61,71,VeryHigh,0
88,107,VeryHigh,0
13,10,VeryHigh,1
39,11,VeryHigh,1
49,11,VeryHigh,1
115,109,VeryHigh,0
93,86,VeryHigh,0
112,70,VeryHigh,0
41,11,VeryHigh,1
33,10,VeryHigh,1
45,10,VeryHigh,1
106,108,VeryHigh,0
115,109,VeryHigh,0
117,108,VeryHigh,0
22,17,VeryHigh,1
33,15,VeryHigh,1
116,107,VeryHigh,0
11,21,VeryHigh,1
115,107,VeryHigh,0
16,14,High,1
102,108,High,0
21,10,High,1
115,107,High,0
91,82,High,0
29,11,High,1
112,108,High,0
10,11,High,1
12,12,High,1
111,80,High,0
11,10,VeryHigh,0
116,108,VeryHigh,1
22,17,VeryHigh,0
115,108,VeryHigh,1
94,105,VeryHigh,1
11,9,VeryHigh,0
116,106,VeryHigh,1
13,11,VeryHigh,0
66,75,VeryHigh,1
50,67,VeryHigh,0
94,86,VeryHigh,1
100,12,VeryHigh,0
68,95,VeryHigh,1
115,104,VeryHigh,1
11,20,VeryHigh,0
46,97,VeryHigh,1
73,101,VeryHigh,1
73,17,VeryHigh,0
33,33,VeryHigh,0
11,11,VeryHigh,0
23,11,Pro,1
29,12,Pro,1
114,91,Pro,0
28,11,Pro,1
25,9,Pro,1
25,11,Pro,1
113,93,Pro,0
115,106,Pro,0
112,85,Pro,0
113,91,Pro,0
13,7,Pro,0
115,107,Pro,1
112,108,Pro,1
104,101,Pro,1
117,103,Pro,1
112,84,Pro,1
14,11,Pro,0
10,10,Pro,0
26,11,Pro,0
12,10,Pro,0
12,13,Pro,0
13,17,Pro,0
114,106,Pro,1
112,107,Pro,1
116,103,Pro,1
114,101,Pro,1
115,106,Pro,1
12,18,Pro,0
13,17,Pro,0
13,14,Pro,0
12,13,Pro,1
115,104,Pro,0
114,107,Pro,0
11,12,Pro,1
117,109,Pro,0
13,19,Pro,1
114,107,Pro,0
12,13,Pro,1
11,21,Pro,1
117,107,Pro,0
81,73,VeryHigh,0
41,10,VeryHigh,1
101,106,VeryHigh,0
36,32,VeryHigh,1
87,107,VeryHigh,0
30,92,VeryHigh,1
14,21,VeryHigh,1
114,98,VeryHigh,0
40,12,VeryHigh,1
116,108,VeryHigh,0
13,18,Pro,0
13,11,Pro,0
115,104,Pro,1
20,11,Pro,0
15,13,Pro,0
114,101,Pro,1
115,105,Pro,1
115,98,Pro,1
115,104,Pro,1
14,12,Pro,0
113,88,Pro,1
11,19,Pro,0
9,7,Pro,0
111,100,Pro,1
10,8,Pro,0
99,106,Pro,1
14,11,Pro,0
114,106,Pro,1
113,108,Pro,1
11,11,Pro,0
114,108,VeryHigh,1
115,106,VeryHigh,1
10,8,VeryHigh,0
8,9,VeryHigh,0
117,109,VeryHigh,1
116,107,VeryHigh,1
31,27,VeryHigh,0
40,11,VeryHigh,0
11,10,VeryHigh,0
106,105,VeryHigh,1
115,104,Pro,1
116,105,Pro,1
116,100,Pro,1
115,99,Pro,1
15,13,Pro,0
13,19,Pro,0
9,9,Pro,0
12,13,Pro,0
12,9,Pro,0
101,108,Pro,1
13,13,High,0
80,107,High,1
73,58,High,1
80,103,High,1
75,19,High,0
12,30,High,0
50,11,High,0
109,101,High,1
100,103,High,1
9,8,High,0
7,9,High,1
14,11,High,1
9,9,High,1
112,81,High,0
13,15,High,1
29,12,High,1
117,107,High,0
117,110,High,0
114,107,High,0
99,96,High,0
116,109,High,1
29,27,High,0
111,65,High,1
11,10,High,0
66,11,High,0
93,84,High,1
119,109,High,1
67,108,High,1
35,10,High,0
15,39,High,0
81,10,Normal,0
48,12,Normal,0
120,109,Normal,1
31,18,Normal,0
63,105,Normal,1
29,29,Normal,0
32,11,Normal,0
82,107,Normal,1
113,80,Normal,1
68,62,Normal,1
25,21,High,1
14,48,High,1
115,105,High,0
113,107,High,0
13,5,High,1
114,108,High,0
91,84,High,0
29,11,High,1
118,108,High,0
10,9,High,1
10,8,Normal,0
91,83,Normal,1
28,105,Normal,1
33,32,Normal,0
12,9,Normal,0
114,42,Normal,1
61,10,Normal,0
14,56,Normal,0
113,79,Normal,1
86,105,Normal,1
110,92,VeryHigh,1
12,38,VeryHigh,0
112,89,VeryHigh,1
9,7,VeryHigh,0
93,85,VeryHigh,1
31,31,VeryHigh,0
41,28,VeryHigh,0
91,106,VeryHigh,1
44,12,VeryHigh,0
68,93,VeryHigh,1
